Message,Summary_T5_1,Summary_T5_2,Summary_Bart
"Hi I still havent received my replacement are there any updates on stock? Hx9351/52 Ive asked my neighbors and none of them have it, I shopped the handle and its charger case as I wasnt sure which part wasnt working correctly I did receive a note from Royal Mail in April for an item they couldnt deliver but not sure if it was the toothbrush, they said it would be returned to the sender so not sure if that means the toothbrush was sent back to you (if it was the toothbrush that was meant to be delivered) Thank you Hi have there been any updates, I still havent received my replacement for my faulty toothbrush?  woodthorpe lane, wf2 jg Yes please, thank you  Maria Thank you!!","Hx9351/52 I have asked my neighbors and none of them have it, I shopped the handle and its charger case as I wasnt sure which part wasnt working correctly. Royal Mail in April sent me an item they couldn't deliver but not sure if it was the toothbrush, they said it would be returned to the sender so not sure if that means the toothbrush was meant to be delivered.",still havent received my replacement toothbrush,"Hi I still havent received my replacement are there any updates on stock? Hx9351/52 Ive asked my neighbors and none of them have it, I shopped the handle and its charger case as I wasnt sure which part wasnt working correctly I did receive a note from Royal Mail in April for an item they couldnt deliver but not sure if it was the toothbrush, they said it would be returned to the sender so not sure If that means the tooth brush was sent back to you (if it wasthe toothbrush that was meant to be delivered) Thank you Hi have there been any updates, I still hairvent received his replacement for my faulty toothbrush?  woodthorpe lane, w"
"My Norelco Multigroom  has performed well for .5 months but this morning it is dead as a doornail.  Tried recharging but it is really dead.  What do I do?  I have my Target receipt. On charger for several hours. Just checked, try  different outlets. No action. nan From your FB page, here is my proof of purchase and contact info. Edward Kirstein,  Minerva Dale Dr, Fuquay Varina, NC, , USA. Thanks. Thanks for your assistance. Removing head makes no difference. Head area is pretty clean. Hardly got to use it.  -267-3224 Thanks for the quick service.",My Norelco Multigroom has performed well for.5 months but this morning it is dead as a doornail. Tried recharging but it is really dead as a doornail. What do I do?,norelco multigroom performs well.5 months,"My Norelco Multigroom  has performed well for.5 months but this morning it is dead as a doornail.  Tried recharging but it is really dead.  What do I do?  I have my Target receipt. On charger for several hours. Just checked, try  different outlets. No action. nan From your FB page, here is my proof of purchase and contact info. Edward Kirstein,  Minerva Dale Dr, Fuquay Varina, NC,, USA. Thanks for your assistance. Removing head makes no difference. Head area is pretty clean. Hardly got to use it.  -267-3224 Thanks for the quick service."
I have  number  nipples that I bought and they keep collapsing while trying to feed my baby. I have to pull the nipple sideways away from the valve at least  times during feeding. Is there something wrong with these nipples? I never had to do this with the zero and one nipples I dont have the packaging for the model numbers nan I also do not have receipts only a barcode on the target app. Two of them I bought recently the other two were a baby shower gift. I live in USA   I have gone on your tips page and also on YouTube and none of that helps the nipple is still collapsing atleast  times during feeding constantly having to fix it while my son is trying to eat No thank you these nipples are brand new and bought two more from the store and its still doing it  and I dont think buying more is going to help. I make sure they are cleaned properly and lined up correctly I will just have to try a different brand,I have number nipples that I bought and they keep collapsing atleast times during feeding. I have to pull the nipple sideways away from the valve at least times during feeding. Two of them I bought recently the other two were a baby shower gift.,nipples collapsing constantly trying feed baby,I have  number  nipples that I bought and they keep collapsing while trying to feed my baby. I have to pull the nipple sideways away from the valve at least  times during feeding. Is there something wrong with these nipples? I never had to do this with the zero and one nipples I dont have the packaging for the model numbers nan I also do not have receipts only a barcode on the target app. Two of them I bought recently the other two were a baby shower gift. I live in USA   I have gone on your tips page and also on YouTube and none of that helps the nipple is still collapsing atleast  times when feeding constantly having to fix it while my son is trying to eat No thank you
"Hello Philips 
I bought the Lumea back in November and havent seen any improvement in my hair loss. I am very disappointed.
My Amazon returns ran out in February this year. But that was not enough time to see if my hair removal results would Improve.
What can you do for me please?  is a lot for something that doesnt work I have my proof of purchase nan Yes of course... The only thing I can I imagine it will be from reading the trouble shooting, is the cleaning of the lense, everything else I have done to the book! (The app) Thank you Hi Nick
I did  sessions every  weeks... then every month.. I have stuck to what is recommended on the app Ok thanks Ed...
I will start again and do it every  weeks for  sessions. Can we re evaluate after that time?",Hello Philips I bought the Lumea back in November and haven't seen any improvement in my hair loss. My Amazon returns ran out in February this year. But that was not enough time to see if my hair removal results would Improve.,cant imagine whats done nan buying Lumea,"Hello Philips 
I bought the Lumea back in November and havent seen any improvement in my hair loss. I am very disappointed.
My Amazon returns ran out in February this year. But that was not enough time to see if my hair removal results would Improve.
What can you do for me please?  is a lot for something that doesnt work I have my proof of purchase nan Yes of course... The only thing I can I imagine it will be from reading the trouble shooting, is the cleaning of the lense, everything else I have done to the book! (The app) Thank you Hi Nick
I did  sessions every  weeks... then every month.. I have stuck to what is recommended on"
"I just wanted to DM you and say thank you so much to Philips for this blender. We have had it in my family home for  years and it was used almost daily. I had six siblings growing up and every birthday, every holiday, this was whipped out. I learned how to bake with this & today I have my own food blog. My parents got it as a wedding present in the 's! I'm absolutely heartbroken it's gone, I always thought I would inherit it one day. Fabulous quality from a fantastic company.  it might not be game over just yet- I'm going to try to see if anyone can fix the motor ","My parents got it as a wedding present in the's! I'm absolutely heartbroken it's gone, I always thought I would inherit it one day. Fabulous quality from a fantastic company.",itââs gone my parents got it as a wedding present,"I just wanted to DM you and say thank you so much to Philips for this blender. We have had it in my family home for  years and it was used almost daily. I had six siblings growing up and every birthday, every holiday, this was whipped out. I learned how to bake with this & today I have my own food blog. My parents got it as a wedding present in the's! I'm absolutely heartbroken it's gone, I always thought I would inherit it one day. Fabulous quality from a fantastic company.  it might not be game over just yet- I'm going to try to see if anyone can fix the motor "
"Hi, I purchased a Phillips  lift & trimmer Beard Trimmer in January. Really happy with the trimmer however today it broke. 

The .4-10mm attachment snapped I would like to replace the attachment but don't want to buy a whole new trimmer can you assist me with that please. nan This is the trimmer of it helps nan Hey thanks for the quick reply my email is  Here is the proof nan Thanks for your help, I'll look forward to hearing from them :) nan nan As I paid via Paypal argos do not issue VAT receipts Please see this noted in the T&C attached nan The above is an e recipe This is great thanks very much, yes that address is perfect thank you :) Perfect that you very much, I will indeed let you know :) Hey, the attachment has arrived. Thanks for such excellent service.",nan Hey thanks for the quick reply my email is Here is the proof nan Thanks for the quick reply my email is Here is the trimmer of it helps.,nan nan thanks for your quick reply,"Hi, I purchased a Phillips  lift & trimmer Beard Trimmer in January. Really happy with the trimmer however today it broke. 

The.4-10mm attachment snapped I would like to replace the attachment but don't want to buy a whole new trimmer can you assist me with that please. nan This is the trimer of it helps nan Hey thanks for the quick reply my email is  Here is the proof nan Thanks for your help, I'll look forward to hearing from them :) nan nan As I paid via Paypal argos do not issue VAT receipts Please see this noted in the T&C attached nan The above is an e recipe This is great thanks very much, yes that address is"
"Hello can you please tell me if you have a replacement one these please? Model number is BRL170 nan The part that is circled has broken so ideally id like to buy a replacement part. Is that possible? nan Unfortunately dont have proof of purchase but my mum has had it about  years. Only last week she purchased new foils for it.
Email - 
Contact number -  Thank you  nan nan The bottom part of part . The shaving head is fine but as you can see this part had broken Thank you so much Wendy Wright   Raeburn Road
IPSWICH 
IP30EW


  Thank you, much appreciated Thank you, will let you know when it arrives Hi the replacement head arrived yesterday. Thank you for organising and your help",Model number is BRL170 nan The part that is circled has broken so ideally id like to buy a replacement part. Unfortunately don't have proof of purchase but my mum has had it about years. Only last week she purchased new foils for it.,cant tell me if youve got replacement shaving head,"Hello can you please tell me if you have a replacement one these please? Model number is BRL170 nan The part that is circled has broken so ideally id like to buy a replacement part. Is that possible? nan Unfortunately dont have proof of purchase but my mum has had it about  years. Only last week she purchased new foils for it.
Email - 
Contact number -  Thank you  nan nan The bottom part of part. The shaving head is fine but as you can see this part had broken Thank you so much Wendy Wright   Raeburn Road
IPSWICH 
IP30EWヘ  ThankYou, much appreciated Thank you, will let you know when it arrives Hi the replacement head"
"Hello, I have a lumea and have been using it for hair removal, it says that my treatment had been completed, but it is still sending me reminders of doing treatment, what should I do? nan nan So I'm confused whether or not I am due any treatment nan nan This one that I have Ah right ok thank you. But there's nowhere to log the treatments on the schedules anymore? nan nan Ok thank you! No updates available Hello. Country settings are UK, logging in from UK, Android system Pixel  EE you could also just confirm and let me know whether I do still need ongoing touchups permanently after the treatment phase? Ok thank you So basically I can keep doing touchups every  weeks if I felt necessary Because the program in the app I have only done  touchups Ok that's great thank you","nan nan So I'm confused whether or not I am due any treatment. Country settings are UK, logging in from UK, Android system Pixel EE you could also confirm and let me know whether I do still need ongoing touchups permanently after the treatment phase?",hello still sends reminders treatment nan,"Hello, I have a lumea and have been using it for hair removal, it says that my treatment had been completed, but it is still sending me reminders of doing treatment, what should I do? nan nan So I'm confused whether or not I am due any treatment nan nan This one that I have Ah right ok thank you. But there's nowhere to log the treatments on the schedules anymore? nan Nan Ok thank you! No updates available Hello. Country settings are UK, logging in from UK, Android system Pixel  EE you could also just confirm and let me know whether I do still need ongoing touchups permanently after the treatment phase? Ok thankYou So basically I can keep doing touchups every  weeks if I"
"Hi Philips, I just bought an Essential
Airfryer XL HD9270/91 and was wondering if it supports the control over wifi via the Kitchen+ app Thanks! Hi Philips, I just bought Essential
Airfryer XL HD9270/91 and am looking for the serial number for an invoice but I'm not sure which is the correct number on the Box/Product Not seeing anything stamped/engraved unfortunately Nope, no more stickers on the airfryer itself. I'm in the Philippines Hi thanks for the help. This was purchased through Philip's official flagship store on (https://t.co/gyDAIFurnD) and since it was purchased online all I have is my order summary on the site itself. According to them I would need to email them to get the actual invoice (needed for service warranty apparently). So I did and now they asked me to fill out a form which includes the serial number. And that's all I have right now Great will do those, thanks so much","I just bought Essential Airfryer XL HD9270/91 and was wondering if it supports the control over wifi via the Kitchen+ app Thanks! Hi Philips, I just bought an Essential Airfryer XL HD9270/91 and am looking for the serial number for an invoice but I'm not sure which is the correct number on the Box/Product Not seeing anything stamped/engraved unfortunately Nope, no more stickers on the airfryer itself.",thanks for helping me buy airfryer via kitchen app,"Hi Philips, I just bought an Essential
Airfryer XL HD9270/91 and was wondering if it supports the control over wifi via the Kitchen+ app Thanks! Hi Philips,I just bought Essential
AnimalfryER XL HDF270/ 91 and am looking for the serial number for an invoice but I'm not sure which is the correct number on the Box/Product Not seeing anything stamped/engraved unfortunately Nope, no more stickers on the airfryar itself. I'm in the Philippines Hi thanks for the help. This was purchased through Philip's official flagship store on (https://t.co/gyDAIFurnD) and since it was purchased online all I have is my order summary"
"Just bought my last Phillips piece of equipment. Boughtba tv and gad to have major repairs within  years  under warranty. And dead within  years. Terrible craftmanship, just a heads up. Not that it matters as long as you're hitting sales goals, but your craftsmanship is substandard and I will never buy it again. You should change subcontractors of your television sets to improve quality. I'd gladly pay a few extra dollars to know my tv won't die all of a sudden within a few years of purchase. The only way that you can help me in the future is recommending a quality television set not including Phillips. Take care. My experience will most definitely be better because I'll be spending money with a different company that cares about customer retention and quality of their products.",Boughtba tv and gad to have major repairs within years under warranty. And dead within years. Terrible craftsmanship is substandard and I will never buy it again. You should change subcontractors of your television sets to improve quality.,youll never buy tv set without Phillips says buyer,"Just bought my last Phillips piece of equipment. Boughtba tv and gad to have major repairs within  years  under warranty. And dead within years. Terrible craftmanship, just a heads up. Not that it matters as long as you're hitting sales goals, but your craftsmanship is substandard and I will never buy it again. You should change subcontractors of your television sets to improve quality. I'd gladly pay a few extra dollars to know my tv won't die all of a sudden within a few years of purchase. The only way that you can help me in the future is recommending a quality television set not including Phillips. Take care. My experience will most definitely be better because I'll be spending money with a"
"Wow you guys blocked me from messaging Philips  nan I was blocked on that page Im so upset Ive been buying from you guys since my first baby  years ago I had a hiccup with teats for my bottles and and messaged that page after sending pictures / videos they got smart with me :( 
Was really unfair said they would forward it on but guess they never did 

I went to message  tonight because the quality or something must of changed Im not having to go out and buy a third one because the plastic keeps giving way ? Is this a common issue Hey sorry had my surgery today 

Its all good dont worry about it hun No thats ok",Philips nan blocked me from messaging Philips nan. I had a hiccup with teats for my bottles and and and messaged that page after sending pictures / videos they got smart with me :( Was really unfair said they would forward it on but guess they never did I went to message tonight because the quality or something must of changed Im not having to go out and buy a third one because the plastic keeps giving way,you guys blocked me buying teats nan,"Wow you guys blocked me from messaging Philips  nan I was blocked on that page Im so upset Ive been buying from you guys since my first baby  years ago I had a hiccup with teats for my bottles and and messaged that page after sending pictures / videos they got smart with me :( 
Was really unfair said they would forward it on but guess they never did 

I went to message  tonight because the quality or something must of changed Im not having to go out and buy a third one because the plastic keeps giving way? Is this a common issue Hey sorry had my surgery today 
ヘIts all good dont worry about it hun No thats ok"
"Hello sir

     We require Philips oxygen concentrator lpm immediately

         Thank you Hello sir

     We require Philips oxygen concentrator lpm immediately

         Thank you Hello sir

     We require Philips oxygen concentrator lpm immediately

         Thank you Hello sir

     We require Philips oxygen concentrator lpm immediately

         Thank you Hello sir

     We require Philips oxygen concentrator lpm immediately

         Thank you Hello sir

     We require Philips oxygen concentrator lpm immediately

         Thank you Hello sir

     We require Philips oxygen concentrator lpm immediately

         Thank you",Hello sir We require Philips oxygen concentrator lpm immediately Thank you Hello sir We require Philips oxygen concentrator lpm immediately Thank you Hello sir We require Philips oxygen concentrator lpm immediately Thank you Hello sir We require Philips oxygen concentrator lpm immediately Thank you Hello sir We require Philips oxygen concentrator lpm immediately Thank you Hello sir We require Philips oxygen concentrator lpm immediately Thank you Hello sir We require Philips oxygen concentrator lpm immediately Thank you Hello sir We require Philips oxygen concentrator lpm,we require Philips oxygen concentrator lpm immediately thank you,"Hello sir    Thank you Hello sir
  �  We require Philips oxygen concentrator lpm immediately�  I  Thank you Hello Mr703  �   M  thank you Hello Sir
  1  m  i   We require Philips Os concentrator Lpm immediately�  �   thank you Hello  ..........   C   I  ThankYou Hello sir Awakens   thanking you   The require Philipsoxy concentratorLpm immediately�  b   -   What Thank you Yes sir
 ""   7  % .   After you Hello superstar Skywalker  -   we require Philips oxy"
Philips Sonicare I got sent a replacement tooth and it will not charge or turn on  Hello I am in Newport News va the model number is HX990321 I got a replacement toothbrush  because the first one stopped working  the replacement toothbrush I got I will turn on or chart nan I tried all the troubleshooting The toothbrush is not powering on  Sadly I do not The lady place the order on the phone for days ago Ok No I dont see light and I dont have a reference number Phillips have sent me a  defected. To brush it does not power on Thank you so much I already talk to Philip on the phone thank you,Philips Sonicare I got a replacement tooth and it will not charge or turn on Hello I am in Newport News va the model number is HX990321 I got a replacement toothbrush I got because the first one stopped working the replacement toothbrush I got I tried all the troubleshooting The toothbrush is not powering on Sadly I do not The lady place the order on the phone for days ago Ok No I dont see light and I dont have a reference number Phillips Sonicare I got sent a defected.,sent replacement tooth it wonâ charge or turn on,Philips Sonicare I got sent a replacement tooth and it will not charge or turn on  Hello I am in Newport News va the model number is HX990321 I got a replacement teethbrush  because the first one stopped working  the replacement toothbrush I got I will turn on or chart nan I tried all the troubleshooting The toothbrush is not powering on  Sadly I do not The lady place the order on the phone for days ago Ok No I dont see light and I dont have a reference number Phillips have sent me a  defected. To brush it does not power on Thank you so much I already talk to Philip on the book thank you.
"Hello can we speak in english hello hello jurgen  have bought scf796 from amazon. I need declaration of comformity of the product could you pls send it to me no jurgen it is ce certificate (declaration of comformity) that I need yes have you found it Hello my mail adress is  hope to hear from you Hello Jurgen Have you find the document I have send it to my child and the customs want me to provide otherwise it will stock Mehmet alper tuncer thank you piet Hello, I have bought that product and if I can not send this document I can not take it from customs. I do not understand why it took to long the package contains also medela and hasbro product and when I asked from them they send it in  minutes I just wait for Philips yes straw cup","I need declaration of comformity of the product could you pls send it to me no jurgen it is ce certificate (declaration of comformity) that I need yes have you found it Hello my mail adress is hope to hear from you Hello Jurgen Have you find the document I have send it to my child and the customs want me to provide otherwise it will stock Mehmet alper tuncer thank you piet Hello, I have bought that product and if I can not send this document I can not take it from customs.",cant speak english hello jurgen buy scf796,"Hello can we speak in english hello hello urgen  have bought scf796 from amazon. I need declaration of comformity of the product could you pls send it to me no jurgen it is ce certificate (declaration of comformsity) that I need yes have you found it Hello my mail adress is  hope to hear from you Hello Jurgen Have you find the document I have send it and my child and the customs want me to provide otherwise it will stock Mehmet alper tuncer thank you piet Hello, I have bought that product and if I can not send this document I can NOT take it from customs. I do not understand why it took to long the package contains"
"Good afternoon, I wonder if you could possibly help me. I'm looking to make my first order online and have been waiting for an email to come through with my % off my first order code, and its still not come through. I have been waiting since am this morning. Please can you help me get my % off code. Kind regards Hayley Makepeace My email address is  I haven't had my discount code sent through on my email which is what the problem is. It says sign up with your email address and receive a % code for your first order. How long will this take please as I need to order my item as soon as possible? Yes I have checked that already and its not in there either Wow really... This is an urgent purchase so I will purchase elsewhere if you can't speed up the process",Hayley Makepeace has been waiting for an email to come through with my % off my first order code and it still hasn't come through. My email address is I haven't had my discount code sent through on my email which is what the problem is.,please help me get my % off code first order,"Good afternoon, I wonder if you could possibly help me. I'm looking to make my first order online and have been waiting for an email to come through with my % off my firstorder code, and its still not come through. I have been happening since am this morning. Please can you help me get my % Off code. Kind regards Hayley Makepeace My email address is  I haven't had my discount code sent through on my email which is what the problem is. It says sign up with your email address and receive a % code for your first order. How long will this take please as I need to order my item as soon as possible? Yes I have checked that already and its not in there either Wow really"
"I searched you website and could not find a link for customer feedback on product design. Im sure thats important to Philips, where can I send my suggestions on the  series coffee/espresso machines? We are previous Saeco owners. We now own (4)  Series Coffee/Espresso makers Often they are starved for beans even though the bin is full. The beans do not easily flow to the grinder intake Our previous Saeco models had a rotating stirrer that operated with the grinder, which insured the beans would flow","Philips, where can I send my suggestions on the Series Coffee/Espresso machines? We are previous Saeco owners. We now own (4) Series Coffee/Espresso makers Often they are starved for beans even though the bin is full. The beans do not easily flow to the grinder intake Our previous Saeco models had a rotating stirrer that operated with the grinder.",cant find link customer feedback coffee machines,"I searched you website and could not find a link for customer feedback on product design. Im sure thats important to Philips, where can I send my suggestions on the  series coffee/espresso machines? We are previous Saeco owners. We now own (4)  Series Coffee/Espresso makers Often they are starved for beans even though the bin is full. The beans do not easily flow to the grinder intake Our previous Saec models had a rotating stirrer that operated with the grinders, which insured the beans would flow"
"i need one oxygen concentrator and ur website asked me to contact authorised agents but they are not taking my calls .When can i get it ?? When can i get it Sir ?? which month ?? Urgently need it . Sir Your distributor Abee  Medisung Agenciez , kalkaji , Delhi not taking calls . ok Sir thanks i need one  automatic philips  CPAP  for sleep apnea  but ur website is not sending any authorised name to whom i can talk and know the price . when my mother sleeps her wind pipe gets blocked pl.its urgent no one responds .I tried mt best .You can convey my message to them so that ur people can contact me . 
My phone is   Thanks a lot . i hope i would get some help  . Sure ....",Ur website asked me to contact authorised agents but they are not taking my calls. When my mother sleeps her wind pipe gets blocked pl.its urgent no one responds.,ur website asks me contact authorised agents sleep apnea,"i need one oxygen concentrator and ur website asked me to contact authorised agents but they are not taking my calls.When can i get it?? When can i Get it Sir?? which month?? Urgently need it. Sir Your distributor Abee  Medisung Agenciez, kalkaji, Delhi not taking calls. ok Sir thanks i need one  automatic philips  CPAP  for sleep apnea  but ur website is not sending any authorised name to whom i can talk and know the price. when my mother sleeps her wind pipe gets blocked pl.its urgent no one responds.I tried mt best.You can convey my message to them so that ur people can contact me. 
My phone is"
"ive been trying to get ahold of someone from philips for almost two months now. i bought a  pack of the philips hue light bulbs from target on march th and not even two weeks later, the hub isnt working and its unusable, therefore i cant use the lightbulbs, other than as standard lightbulbs. target told me i have to get ahold of you all. your website isnt user friendly at all and i cant get ahold of anyone. i just want to exchange the hub so i can use my lightbulbs seeing as how i paid $200 for them to apparently just sit here like normal lightbulbs. please help me! thank you. just kidding i found a phone number lol i called yall","i bought a pack of the philips hue light bulbs from target on march th and not even two weeks later, the hub isn't working and its unusable, therefore i cant use the lightbulbs. target told me i have to get ahold of you all. your website isn't user friendly at all and i cant get ahold of anyone. i just want to exchange the hub so i can use my lightbulbs seeing as how i paid $200 for them to apparently just sit here like normal lightbulbs",trying get ahold someone using light bulbs 2 months target,"ive been trying to get ahold of someone from philips for almost two months now. i bought a  pack of the philips hue light bulbs from target on march th and not even two weeks later, the hub isnt working and its unusable, therefore i cant use the lightbulbs, other than as standard lightbulBS. target told me i have to getahold of you all. your website isnt user friendly at all and i cant get a hold of anyone. i just want to exchange the hub so i can use my lightbulb seeing as how i paid $200 for them to apparently just sit here like normal lightbulows. please help me! thank you. just kidding i found a phone"
"No data DreamMapper for May , , .  This keeps happen every few weeks.  Why cant Phillips keep this going well?  When can we expect daily updates? Actually there as been no conversation recently.  My DreamMapper data did not update from March  - .  Then all days updated at once.  Then missed data for .  Then  and  updated on the .  This has been an off again, on again problem for several months.  Will this ever get resolved so my data will be updated daily?  I would appreciate a reply to my question. I wrote to them on Tuesday /24/21 and never got a response.  Like I said data showed up on th, but no response to my email.   I did check my spam folder and there was no reply there. I live in the United States. Linda Racey.  I live in Fayetteville Arkansas. Telephone -236-9712. Email  My DreamMapper hasnt updated since June . I dont mind waiting a couple of days but this is ridiculous.   My AHi tends to creep too high sometimes. I need to see how Im doing.","No data DreamMapper for May,. This keeps happen every few weeks. Why cant Phillips keep this going well? When can we expect daily updates?",cant Phillips keep data updated regularly iââm asking,"No data DreamMapper for May,,.  This keeps happen every few weeks.  Why cant Phillips keep this going well?  When can we expect daily updates? Actually there as been no conversation recently.  My DreamMappers data did not update from March  -.  Then all days updated at once.  Then missed data for. Then  and  updated on the. This has been an off again, on again problem for several months.  Will this ever get resolved so my data will be updated daily?  I would appreciate a reply to my question. I wrote to them on Tuesday /24/21 and never got a response.  Like I said data showed up on th, but no"
"I never received my replacement head. I subscribed but have since canceled due to taking money from my account and never received my second replacement. I called twice and problem has not been rectified. Please contact.  Philips Sonicare  I have an issue too with a case number! Hasnt been resolved yet either!  Ellen Davis I have the same issue and called twice to speak to someone who is to call me back! I am still waiting and have a case number to refer. I called -833-259-1605 on /29 and /14. Says someone will call me back. 
My subscription no. S00138072
Email-  I never received my replacement head. I subscribed but have since canceled due to taking money from my account and never received my second replacement. I called twice and problem has not been resolved. Please refer to case #60-0026048668 I just wanted my $8.69 reimbursed or my second head replacement. My address-  Killarney Avenue 
Garden Grove, CA 
USA
Cell# -972-4389 Laura Bradburn nan",I subscribed but have since canceled due to taking money from my account and never received my second replacement. I called twice and problem has not been rectified. Please contact. Philips Sonicare I have an issue too with a case number! Hasnt been resolved yet either! Ellen Davis I have the same issue and called twice to speak to someone who is to call me back!,havent received my replacement head calls twice,"I never received my replacement head. I subscribed but have since canceled due to taking money from my account and never received his second replacement. I called twice and problem has not been rectified. Please contact.  Philips Sonicare  I have an issue too with a case number! Hasnt been resolved yet either!  Ellen Davis I have the same issue and called twice to speak to someone who is to call me back! I am still waiting and have a case year to refer. I calls -833-259-1605 on /29 and /14. Says someone will call me front. 
My subscription no. S00138072
Email-  I never received her replacement head, I subscribedbut have since"
"Hello!  We recently purchased the Level , Natural nipples for our baby.  We had been using the Level  for many months.  We have found that the s seem more flimsy and easily concave inward as our child is drinking from the bottle.  We actually had to throw away one of the nipples because it sunk in consistently.  We never had this issue with the previous nipples.  Is there a difference in materials, or an explanation as to what we must be doing incorrectly with the newest ones?  We really enjoy all of the Avent products and hope to find a solution to this.  Thanks! Hello-

We have tried switching between the level  and level  nipples again.  We are still working through the collapse of some level s, even though they are fully clean.  Thanks for checking in!",The Level nipples seem more flimsy and easily concave inward as our child is drinking from the bottle. We actually had to throw away one of the nipples because it sunk in consistently.,new nipple level seems flimsy concave inwards baby,"Hello!  We recently purchased the Level, Natural nipples for our baby.  We had been using the Level  for many months. we have found that the s seem more flimsy and easily concave inward as our child is drinking from the bottle. We actually had to throw away one of the nipples because it sunk in consistently.  we never had this issue with the previous nipples.  Is there a difference in materials, or an explanation as to what we must be doing incorrectly with the newest ones?  We really enjoy all of the Avent products and hope to find a solution to this.  Thanks! Hello-

We have tried switching between the level  and level  nipples again.  You are"
"Good afternoon I am in South Australia postcode  and currently looking to purchase some accessory discs for the Phillips pasta machine I just purchased. Your website say only available in retails stores. Can you tell me what stores I would find them

Avance Collection Pasta and Noodle Maker Accessory Kit HR2491/00

Avance Collection Pasta and Noodle Maker Accessory Kit HR2490/00 

Thank you 
Tina Thank you I used the where to buy tab as suggested above and drove  minutes as it said my nearest Harvey Norman had them. They checked their systems and dont even have them listed. Are you able
to see what stores in Adelaide or even other states may have them in stock thankyou","Tina, I am in South Australia postcode and currently looking to purchase some accessory discs for the Phillips pasta machine. Your website say only available in retails stores. Can you tell me what stores I would find them Avance Collection Pasta and Noodle Maker Accessory Kit HR2491/00 Thank you Tina Thank you I used the where to buy tab as suggested above and drove minutes as it said my nearest Harvey Norman had them.",cant tell me wheres buy pasta discs online store,"Good afternoon I am in South Australia postcode  and currently looking to purchase some accessory discs for the Phillips pasta machine I just purchased. Your website say only available in retails stores. Can you tell me what stores I would find them

Avance Collection Pasta and Noodle Maker Accessory Kit HR2491/00

 Avance Collection pasta and Woodle Maker Searchory KitHR2490/00 

Thank you 
Tina Thank you I used the where to buy tab as suggested above and drove  minutes as it said my nearest Harvey Norman had them. They checked their systems and dont even have them listed. Are you able
to see what stores in Adelaide or even other states may have"
"Good morning please do reply as i am on the verge of buying me a philips airfryer im lost between the two
Could you tell me which one is better
The hd9220/28
Or the hd9621/91 This one ?? Or This one Im lost between the two Good morning hope you guys are well Im on the verge of buying me a philips airfryer but i cant decide between the two which one is the better This one or This one  please check your dms  please check your dms Thank you for responding one has turbo star i just want the better version between the models as a store close to us in South Africa is running a sale on both appliances so maybe the latest version id like to have My doubts are which one would do better then thee other when it comes to air frying I appreciate the reply thanks  You guys are awesome thanks Done Good evening i purchased my airfryer and im so happy with it Tell me your honest opinion i have my older model the Hd9240/92 how does it fair or compare to my hd9621/91 ? ",Good morning please do reply as i am on the verge of buying me a philips airfryer. Could you tell me which one is better The hd9220/28 Or the hd9621/91 This one?,good morning iââm trying buy a philips airfryer,"Good morning please do reply as i am on the verge of buying me a philips airfryer im lost between the two
Could you tell me which one is better
The hd9220/28
Or the hd9621/91 This one?? Or This one Im lost betweenthe two Good morning hope you guys are well Im on the realm of buying us a philip airfreyer but i cant decide between the 2 which one was the better This one or This one  please check your dms  please love your dm Thank you for responding one has turbo star i just want the better version between the models as a store close to us in South Africa is running a sale on both appliances so"
"Why cant I find replacement nipples for Philips Avent
Spout Cup SCF553/25 ? Thank you. I am very disappointed United States. Thank you  Why not? Thats bad! Lol  those nipples have not lasted very long and I have to buy a whole new set of bottles? I appreciate it With that discount how much would each set of  sippy cups be? Thank you I am interested. I am a nurse and work tonight. Going to bed now, but will check how many bottles I need and will let you know. Am I getting a code? Than you nan Thank you",Why can't I find replacement nipples for Philips Avent Spout Cup SCF553/25? Thank you. I am very disappointed United States. Thank you Why not? Thats bad! Lol those nipples have not lasted very long and I have to buy a whole new set of bottles?,nipples replace sippy cups please us,"Why cant I find replacement nipples for Philips Avent
Spout Cup SCF553/25? Thank you. I am very disappointed United States. Thank you  Why not? Thats bad! Lol  those nipples have not lasted very long and I have to buy a whole new set of bottles? I appreciate it With that discount how much would each set of  sippy cups be? Thank you I am interested. I is a nurse and work tonight. Going to bed now, but will check how many bottles I need and will let you know. Am I getting a code? Than you nan Thank you"
" 
Struggling to figure out solution for defective philips oxygen concentrator .major fault. Simply can't plug in. made in Mexico and this has been imported from the UK. wonder how this passed QC if any check was done at all. Check out abhijat P sharma   
Team Philips need urgent assistance with manufacturing defect in oxygen concentrator imported from the UK. The plug itself is faulty and it  can't be inserted into the socket. Any estimate of the timeline when this can be rectified. Machine can't be used.",The plug itself is faulty and it can't be inserted into the socket. Any estimate of the timeline when this can be rectified.,philips oxygen concentrator fails plug in," 
Struggling to figure out solution for defective philips oxygen concentrator.major fault. Simply can't plug in. made in Mexico and this has been imported from the UK. wonder how this passed QC if any check was done at all. Check out abhijat P sharma  
Team Philips need urgent assistance with manufacturing defect in oxygen concentrators imported fromThe UK. The plug itself is faulty and it  can't be inserted into the socket. Any estimate of the timeline when this can be rectified. Machine can't get used. The plugs itself is not be inserted, any estimate of a timeline when that can berectified. We can't take used. 
Mrungling"
