Message,CaseNumber,Summary
customer asked hello. executive replied hello suyash thanks for your message how can we be of help today. customer asked can i have ur mobile number. executive replied hello suyash we can help you here too please describe your issue and product concerned if you still prefer to call please select the product category at the following link in order to find the right phone number. executive replied hi suyash we were wondering if we can still be of assistance should that be the case feel free to reach out,4336513,customer needs help with suyash. customer phones for help. agent asks to describe the issue and product concerned.
customer asked please i broke my jar can i get another one to buy. customer asked maame edurance harrison ok. executive replied hello everpretty lilcandy thanks for contacting us kindly note the blender price may vary depending on the distributor kindly click this link to buy or visit any spar mega plaza grand square next cash carry alwed roban stores matilda rozi colors or market square supermarket around you to buy your philips appliances thank you,4336631,customer wants to buy a blender. agent tells the price may vary depending on the distributor.
customer asked i am using philips bt is little heating issue the blade is heated when it runs over minitues continuesly. executive replied hi sobio thank you for raising this issue with us wed like to offer our assistance so that we can understand why your trimmer is overheating if thats something youd like please feel free to send us a private message providing us with some more details about the matter many thanks in advance we look forward to hearing from you. customer asked philips men sure. executive replied hello sobio we hope all is well we were wondering if we could still be of assistance to you if so please feel free to reach out to us at any time hope to hear from you soon. executive replied hi sobio just checking in can we still be of help to you,4337528,customer needs help with philips. customer wants to know why the trimmer is overheating. agent asks to send a private message.
customer asked it is not working and waste of money. executive replied hello were sorry to hear that youre experiencing issues with your heated straightening brush wed love to see whether we can improve your experience so we invite you to send us a message feel free to tell us more about the issues youre facing so we can take a closer look hope to speak to you soon. executive replied hello gayithri we hope all is well we were wondering if we could still be of assistance to you if so please feel free to reach out to us at any time and we would be more than happy to help hope to hear from you soon,4337859,customer is experiencing issues with the heated straightening brush. agent apologizes and will take a closer look.
customer asked cena. executive replied potovani zorane zbog prevelikog interesovanja i kupovine ovog ureaja na naem tritu je nedostupan na zalihama kod prodavaca oekujemo uskoro isporuke pa e se u nekom trenutku nai na stanju i kod nas pratite sajt gigatron tehnomanija tehnomedia i emmezeta to su nai prodajni partneri kod kojih se mogu pronai nai ureaji i cene su razliite zbog razliitih akcja na dan kupovine lep pozdrav,4338018,customer says cena. agent tells potovani zorane zbog prevelikog interesovanja i kupovine ovog ureaja.
customer asked they charged me and didnt even get an email to confirm my order bad service. executive replied hi bogusz thank you for reaching out and bringing this to our attention we are very sorry to hear this and we would gladly look into it we kindly ask you to contact us via our direct messages so we can help you further hope to speak to you soon. executive replied hi bogusz we hope youre doing well if you still need our assistance with this issue kindly send us a private message we can then look into this further hope to hear from you soon. customer asked posiadam,4338036,customer needs help with posiadam. customer bogusz complains about the bad service. agent apologizes and asks him to send a private message.
customer asked i ordered one these last year and never got it fyi everyone. executive replied hi tara thank you for bringing this to our attention we are very sorry this happened to your order and we would gladly look into it we kindly ask you to contact us via our private messages so we can help you further hope to speak to you soon. executive replied hello tara we hope all is well we were wondering if we could still be of assistance to you if so please feel free to reach out to us at any time hope to hear from you soon,4338491,customer needs help with tara. customer ordered a product but never got it. agent apologizes and asks to contact them via private messages.
customer asked ajmeeeeeee hvalaaaaaaaaaa. customer asked hvalaaaaaaaaa. customer asked moe li se nagrada preuzeti kod vas moda u zagrebu. customer asked na ovoj adresi horvatova. customer asked ili vaem skladitu bilo kako da stigne prije boia. customer asked ako neonda je adresa kustoijski vidikovec kustoijazagreb nazvati na jer su ulaza. customer asked katarina buneta. customer asked poslano. customer asked pozdrav moe li se onda preuzeti osobno etkica ili moete rei kada mogu oekivati dostavu iste hvala unaprijed. customer asked hvaaalaaa,4338654,customer needs help with nagrada. customer pozdrav moe li se onda preuzeti osobno etkica ili moete rei kada mogu oekivati dostavu iste hvala unaprijed. customer is still waiting for help.
customer asked worst product waste of money battery draining too fast. executive replied hi ali thank you for reaching out we are very sorry to hear about your unsatisfactory experience with your beard trimmer and we would gladly look into it we kindly ask you to contact us via our private messages so we can help you further hope to speak to you soon. executive replied hello ali we hope all is well we were wondering if we could still be of assistance to you if so please feel free to reach out to us at any time hope to hear from you soon,4341703,customer apologizes for the unsatisfactory experience with beard trimmer and asks to contact them via private messages. agent replied executive replied.
customer asked what is going on with your phone lines keep getting cut off or rings then dial tone comes on. executive replied hello gordon thank you for reaching out to us we are sorry to hear about this and we definitely want to assist you further please send us a private message so that we could take a closer look into this for you many thanks in advance. executive replied hello we just wanted to check if you still needed any assistance feel free to send us a private message if you are still unable to connect to the support team. customer asked managed to get through thanks but there was definitely something wrong with your telephone lines. executive replied thank you for the update and we are very sorry about the inconvenience you went through trying to contact us,4342841,customer needs help with telephone lines. customer phone lines keep getting cut off or rings. agent asks to send a private message if still unable to connect to the support team.
customer asked i work every day of my life to provide for my family we are going through a very rough and stressful difficult time no money for medicine and food any thing would help because we are not healthy and we are not always in perfect health conditions god bless annelize van den heever ashtownsteet no oakdale bellville. customer asked we have no income i sell fudge en brownies and times are really bad no christmas for us. customer asked we have no income i sell fudge en brownies and times are really bad no christmas for us,4343146,customer needs help with fudge en brownies. customer works every day to provide for family. asks for help. customer is still waiting for help.
customer asked hi guys just checking in if everything is ohk now at the office and if my prize was able to be sent out. customer asked thank you guys so much just recieved my prize i love it i really need this may god bless you this festive period. executive replied hi josiah we are glad that you received it and you are happy thank you for participating and engaging with our content have a joyous festive season. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer asked completed thanks,4343409,customer congratulates on winning the prize and asks to fill out a quick survey. agent replied fill out this quick survey.
customer asked can i fit a lattego container on my machine. executive replied hi yan thank you for reaching out we are afraid we dont completely understand what do you mean but we would gladly look into it we kindly ask you to contact us via our private messages so we can help you further hope to speak to you soon. executive replied hello yan we hope all is well we were wondering if we could still be of assistance to you if so please feel free to reach out to us at any time hope to hear from you soon,4344338,customer wants to fit a lattego container on machine. agent asks to contact them via private messages.
customer asked how much and can it be used for laundry business. executive replied hello akinbode adedayo moses thanks for contacting us kindly note the easyspeedsteamiron price may vary depending on the distributor kindly click this link to buy or visit any spar mega plaza grand square next cash carry alwed roban stores matilda rozi colors or market square supermarket around you to buy your philips appliances thank you,4344607,customer needs help with easyspeedsteamiron. customer asks how much and can it be used for laundry business. agent replied executive replied hello.
customer asked hello philips we have a problem with ours it only vibrates but does not turn on please can you help us thank you. executive replied hello anxhelo were sorry to hear that your breast pump is faulty could you send us a message on facebook philips or twitter we would like to help you out hope to hear from you soon. customer asked we just received a new one thank you for your assistance and a big thank you to your team in albania we are a satisfied customer. executive replied thats fantastic to hear anxhelo its been a pleasure to support you and we all really appreciate your feedback we are always here if you need any additional assistance or have questions,4345171,customer has a problem with their breast pump but it only vibrates. agent asks to send a message on Facebook or Twitter.
customer asked i bought mine a couple of months ago used it every weeks on different areas i have light skin but darkish hairs unfortunately not seen any difference to hair growth very disappointed. executive replied hi there were sorry to hear that lumea hasnt done wonders for you there can be numerous reasons as to why its not working we suggest taking a look at the following page we hope this helps please let us know if you have further questions,4345780,customer tells that lumea hasn't done wonders. agent suggests taking a look at the following page.
customer asked hi whats difference between philips and is it just the beard attachment. executive replied hi marc thank you for reaching out there is no difference between these two products the numbers after the slash do not matter we hope this answers your question please let us know if we can still be of assistance. customer asked is there an extra attachment in the over the. executive replied hi marc thanks for getting back to us our sincere apologies for the misunderstanding indeed the comes with an extra attachment this however is the only difference between the two we hope this helps please let us know if you have any other questions. executive replied hi marc we were wondering if we could help you with anything else here feel free to let us know,4345978,customer needs help with beard attachment. customer says is there an extra attachment. agent tells marc there's no difference between the two products except for the extra attachment.
customer asked is anyone available to chat. customer asked is anyone available to chat. customer asked hello. customer asked i have been waiting on the phone for now. executive replied hi marynancy were sorry to hear you had to wait that long on the phone can we still be of assistance. executive replied hi marynancy can we still be of any assistance feel free to reach out to us here again if so were happy to help. customer asked no everything is ok now thank you. executive replied thats great to hear mary thank you for the update and take care,4346104,customer needs help with marynancy. customer has been waiting on the phone. agent asks to reach out again.
customer asked when i try to install the aquaclean it floats and cannot be stablised whats the reason it is shaken and bubbles are not coming out. executive replied hi nao thanks for reaching out were sorry to hear that you are struggling to install your aquaclean dont worry youve come to the right team could you share your country of residence along with a photo of the model number and proof of purchase thanks in advance. executive replied hello hope youre doing well just a reminder that were happy to help with your aquaclean filter feel free to get back to us sharing the details we requested in our previous reply so we can provide a more detailed response hope to speak to you soon,4346380,customer cannot install the aquaclean. agent asks to share country of residence and proof of purchase.
customer asked good morning. customer asked where can i get your blender to buy at spintex please. executive replied hello cillvia we are not sure we understand your query can you please tell us which blender you are interested in please provide a model number if you are looking for a shop near you you can use the store locator on the product page we hope this helps. executive replied hello cillvia are we still able to help you further let us know,4346460,customer wants to buy a blender. agent asks to provide a model number.
customer asked battery backup is very poor and customer care not responding. executive replied hi hittesh thanks for reaching out and bringing this into our attention were sorry to hear that our beard trimmer did not meet your expectations wed be happy to assist could you maybe elaborate on the issue so we can further assist you kindly share private message with a photo of the model number and your proof of purchase thanks in advance for your reply. executive replied hi hittesh how are you doing just a reminder that were happy to assist you with your trimmer feel free to get back to us sharing the details we requested in our previous reply so we can take a closer look hope to speak to you soon,4346471,customer apologizes for the poor battery backup of beard trimmer and asks to elaborate on the issue. agent replied customer care not responding.
customer asked xxl premium airfryer sense technology times faster nutriu app philipsjfestive. customer asked xxl premium airfryer sense technology times faster nutriu app philipsjfestive. customer asked xxl premium airfryer sense technology times faster nutriu app philipsjfestive. customer asked xxl premium airfryer sense technology times faster nutriu app philipsjfestive. customer asked xxl premium airfryer sense technology times faster nutriu app philipsjfestive,4346622,customer asks xxl premium airfryer sense technology times faster nutriu app. customer is still waiting for help.
customer asked please i need the one for laundry and dry cleaning services. executive replied hi adedipe thank you for reaching out to us please click the link in our bio to see the products we have available. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4346697,customer needs help with laundry and dry cleaning services. customer wants a laundry and dry cleaning service. agent asks to fill out a quick survey.
customer asked i bought a phillips air fryer last time there was a cash back offered and the very next day i went online to claim my cash back and the website said there were no offers available one of the reasons i bought a phillips. executive replied hi sandra thanks for reaching out were sorry to hear that you were not able to claim your cashback dont worry youve come to the right team could you send us a private message with your country of residence proof of purchase and in case you still have it a photo of this cash back promo thanks in advance for your reply. executive replied hello sandra we are still here to give you support please feel free to reach out to us again thanks,4348569,customer needs help with phillips air fryer. customer wants to claim the cash back but the website says there's no offers available. agent asks to send a private message with the country of residence proof of purchase.
customer asked nas nisu iznenadili gosti ve policija lijepo nakon povratka s mora hodnik jo uvijek pun kofera u dnevnoj sobi more robe koja eka spremanje na neradni dan netko nam zvoni naravno nikog ne oekujemo ali moramo se javiti kad ono policija nisam znala od neugodnosti gdje gledati te sam ubacila koje opravdanje da smo se tek vratili s puta samo su trebali gazdaricu a ja vise ne otvaram ako se netko nije najavio,4349160,customer asks nas nisu iznenadili gosti ve policija lijepo nakon povratka s mora hodnik jo uvijek pun kofera u dnevnoj sobi more robe koja. customer is still waiting for help.
customer asked ginger lobster tails hey there searching for a healthier alternative to prepare all your meals the philips air fryer is definitely what you need its convenient to use clean and multipurpose check out how i made these juicy lobsters in just minutes philipsairfryer philipshealthytastymeals philipsairfryerrecipe instagram philipsghana. customer asked philips essential air fryer ginger lobster tails hey there searching for a healthier alternative to prepare all your meals the philips air fryer is definitely what you need its convenient to use clean and multipurpose check out how i made these juicy lobsters in just minutes philipsairfryer philipshealthytastymeals philipsairfryerrecipe philipsghana,4350718,customer asks how to make ginger lobsters in minutes with the philips air fryer. customer is still waiting for help.
customer asked hi. executive replied hello mike thank you for reaching out to us how can we be of assistance to you today. customer asked can i know more about your business. executive replied hi mike thanks for your interest in our company could you kindly elaborate we will look forward to your reply. executive replied hello mike we hope you are well please let us know if we could assist you further if so please elaborate on your inquiry hope to hear soon from you,4351078,customer needs help with more about your business. customer wants to know more about company. agent asks to elaborate.
customer asked cena. executive replied potovana cano kada kliknete na saznaj vie odmah ispod objave otvorie vam se naa stranica sa ponudom razliitih preiivaa kada odaberete model otvorie vam se cela specifikacija i prodajna mesta gde moete kupiti ureaj odaberite prodajno mesto nprtehnomanija ili gigatron i tu e vam biti prikazane cene trenutna cena za seriju u tehnomaniji iznosi rsd cene su razliite i promenljive u zavisnosti od modela preiivaa prodajnog mesta i akcije lep pozdrav i hvala na interesovanju za nae ureaje,4352279,customer says cena. agent tells potovana cano kada kliknete na saznaj vie odmah ispod objave otvorie vam se naa stranica sa ponudom razliitih preiivaa kada odaberete model otvorie vam se cela specifikacija.
customer asked hi i am a big fan of your steam generator irons and have used one for the last years i recently moved to the us and desperately looking for one but unable to find any stores that sell are you able to advise how i can get one that will be compatible with us please. executive replied hello priya please forgive our delayed response unfortunately we have to inform you that we do not have any irons available on our official philips usa website were very sorry for the inconvenience please dont hesitate to ask any additional questions wed be happy to assist you,4354076,customer wants to buy steam generator irons but can't find any stores that sell them. agent apologizes.
customer asked since you dont want consumers to actually send you questions via email since you want to have information on your website that doesnt help those affected by the bcpap devices causing cancer i thought id try to get the attention of our leadership who. executive replied hi we appreciate that this is a very difficult situation and would like to thank you for reaching out to us about see how we could help you best could you share your current country of residence in a private message. customer asked it doesnt bring up only usa. customer asked it doesnt bring up only usa,4356564,customer asks to send questions via email since wants to have information on the website that doesn't help those affected by the bcpap devices causing cancer. agent replied executive replied.
customer asked hi. customer asked philips lumea prestige ipl hair removal device for body face and precision areas. customer asked is this model a cordless thanks. customer asked does it have to be charged. executive replied hello asma thank you for contacting us the lumea model you mentioned is designed to be used corded you can use it only when it is plugged in we hope it helps feel free to ask any additional questions,4356714,customer asks about the lumea prestige ipl hair removal device. agent replied executive replied.
customer asked always always trying to take advantage of people with your constant rip offs so sad. executive replied hi denise were sorry to hear that you feel this way were happy to look into any issues you might be facing with your simplygo mini so feel free to let us know if this is the case hope to speak to you soon. executive replied hi denise we were wondering if we could help you here somehow wed certainly be happy to do so hope to hear soon from you,4356991,customer denise asks to look into any issues she might be facing with her simplygo mini. agent replied look into any issues you might be facing with your simplygo mini.
customer asked hello good morningplease do you have a dealer in kano state nigeria. executive replied hi there we are a distributor driven business you can buy our products via this link or kindly let us know what else you require and we would provide you with assistance do let us know if you have more questions thank you for choosing philips. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4357019,customer needs help with philips. customer wants to buy Philips products. agent asks to fill out a quick survey.
customer asked superb always philips the electrical giant. executive replied hi balaji thank you for your comment were happy to find out that you like using our products. customer asked how much. executive replied hi balaji thank you for your interest in our product here you can find all the information you are looking for let s know if you have any questions. customer asked philips the electrical gianti philips product,4357446,customer needs help with how much. customer congratulates on using their products. agent replied thank you for your interest in our product.
customer asked sorry but is there a reason your bottle warmer doesnt have an automatic shut off i mean a proper one not one of these ones where it turns off when it gets too hot and then turns it self back on a couple of minutes later baby brain is a real thing and i know many women who have forgotten to turn it off and its kept going including myself. executive replied hi tanya thank you for contacting us and sharing your concerns there is nothing more important for us than health and wellbeing of our consumers could you please share if you have any specific model in mind we will look forward to your reply,4357454,customer wants to know why the bottle warmer doesn't have an automatic shut off. agent will look into it.
customer asked what will the world be without philips productsthey are the best very strong realiable and lasts for longl have been using philips iron for many years the results are amazing and perfectit irons to perfectionl love itl recently bought a philips hairdryer l really am over the moonl highly recommend philips to anyoneits a must have at all homes because with philips you never go wrong and their products are made to perfection and are very user friendlythank you so much philips. executive replied thank you for the awesome feedback,4357608,customer needs help with hairdryer. customer has been using philips iron for many years and is over the moon with their products. agent replied thank you for the awesome feedback.
customer asked this doesnt clean between my teeth i want a refund. executive replied hi banksy thanks for reaching out to us regarding your sonicare we are sorry to hear that it is not cleaning your teeth as expected that must be disappointing could you send us a private message with a picture of the model and serial number these details can be found on the base of the handle can you also let us know how long you have been using your sonicare for well look out for your reply,4357754,customer wants a refund because the sonicare doesn't clean between teeth as expected. agent replied executive replied.
customer asked i was thinking about getting a one blade for christmas how do i keep all the accessories in one place. executive replied hi rob this is isty were sorry for the delayed response we understand that it would be great to have the attachments of oneblade to keep in one place wed like to see how we can help could you share your country of residence also we have a oneblade that comes with a pouch awaiting your reply have a nice day. customer asked im in the united states. executive replied great we have philips norelco oneblade pro hybrid styler available on. executive replied its our pleasure to help if you have anything else we can help with feel free to let us know stay safe and have a great day,4357808,customer needs help with one blade. customer rob asks how to keep all the accessories in one place and recommends a oneblade with a pouch. agent replied isty were sorry for the delayed response.
customer asked dear sir we hope you are having a great weekend we are shopziaa llc mi we are a michigan based llc we got access to your precious items on web we are delighted to get information about your product lists we are looking forward to a prompt response sending very positive vibes regards smammar sales manager shopziaa. executive replied hi ahmad thank you for contacting us wed love to help you but were not sure about your request can you please clarify a bit if possible looking forward to your reply. executive replied hi ahmad we were wondering if our assistance is needed here please let us know how we could help,4357840,customer needs help with ahmad. customer wants to get information about product lists. agent asks to clarify a bit.
customer asked philips home living ghana i checked and its out of stock when will some be available. executive replied hi sammy kindly check again the products are now available. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer asked philips home living ghana its out of stock. executive replied hello sammy wongyi the philips steam iron goes for and the no burn iron goes for please click here to buy,4358212,customer says philips home living ghana. agent tells Sammy wongyi the philips steam iron goes for and the no burn iron goes for.
customer asked ja sam kupila s ekupi pa aljem te linkove ali ako se ode na vau stranicu philipshr i pri usporedbi diamondclean moe se vidjeti da je na svakom prodajnom mjestu cijena bar duplo vea od zasebne kupovine jedne etkice. customer asked pa me zanima koji je razlog tome ako se u paketu dobije manje stvari tj ne dobiju se putne torbice i dobije se jedna aica za punjenje. customer asked moe hvala vama na odgovoru,4358217,customer asks ja sam kupila s ekupi pa aljem te linkove ali ako se ode na vau stranicu philipshr i pri usporedbi diamondclean moe se vidjeti da je na svakom prodajnom mjestu cijena bar duplo vea od zasebne kupovine jedne etkice. customer is still waiting for help.
customer asked im not sure how to find the information you are requesting but will share with you what i find my eyes are failing so if something doesnt match up please let me know and i will ask for assistance from my aide the original order number is customer number order date serial the replacement for a unit that was overheating was ordered order no customer no delivery serial no. customer asked debbie cole i had a backup battery the machine stopped working and i got a message to find another source of oxygen. customer asked oh my badi did not have a backup source sorry and thanks for the tip excellent advice,4359241,customer needs help with overheating. customer tells that the machine stopped working and got a message to find another source of oxygen. customer is still waiting for help.
customer asked jesus herdez ruiz. customer asked todas las entidades mdicas mundiales lo estn estudiando porque se ha observado este incremento masivo de casos pero yo soy un estpido que me saco la informacin de mis huevos segn decs un buen cientfico debe tener la mente abierta y leer todo lo que existe al respecto antes de decir tonteras si lo estn estudiando es porque algo est sucediendo si queris negar la evidencia vuestros motivos tendris pensad sobre ello por qu lo negis sin investigarlo por qu lo negis cuando todas las entidades mdicas deciden investigarlo quizs porque os joroba reconocer que os habis dejado engaar por miedo por estupidez,4359300,customer needs help with customer asked. customer asks todas las entidades mdicas mundiales lo estn estudiando porque se ha observado este incremento masivo de casos pero yo soy un estpido que me saco la informacin de hue misvos segn dec tener la mente abierta y leer todo lo que existe al respecto antes de decir tonter sucas si lo estn estudiando es porque. customer is still waiting for help.
customer asked hello dear. executive replied hello how can we help you. customer asked for presentation im fashion model blogger and photography from morocco. customer asked i like your brand and its really exiting great to collaborate with you. executive replied ciao ismail grazie per averci contattato ti invitiamo a mandare la tua richiesta direttamente al seguente indirizzo mail affinch il reparto dedicato possa prenderla in considerazione e valutarla ps this is philips italia please be aware that fluency in italian language is required,4360241,customer needs help with philips. customer asks for presentation in fashion model blogger and photography from morocco. agent replied mandare la tua richiesta direttamente al seguente indirizzo mail.
customer asked hi i would like to purchase your airfryer. executive replied hello the philips essential airfryer retails for and depending on the model kindly use this link to buy. customer asked this is in naira you dont have a ghanaian website. executive replied hello jasmine kappiah the philips essential airfryer retails for and depending on the model kindly use this link to buy. customer asked thanks,4360594,customer would like to purchase airfryer. agent recommends the philips essential airfryer.
customer asked hello. executive replied hello alaa thank you for reaching out to us how can we be of assistance to you today. customer asked asked about portable ultrasound. executive replied hello alaa we apologize for the delayed response could you please elaborate more on your concern do you need information on our portable ultrasounds or do you have an issue with your device can you please tell us in which country you are located thank you. executive replied hello alaa since its been a few days since our last conversation we were wondering if you still require our assistance if so can you answer our previous questions thanks in advance and we hope to hear from you,4361972,customer needs help with portable ultrasound. customer phones to ask about portable ultrasounds. agent apologizes for the delayed response and asks to elaborate more.
customer asked how much. executive replied the philips steam iron goes for and the no burn iron goes for please click the link in bio to buy. executive replied hello bolay ejejesu thanks for contacting us kindly note the perfectcare steamiron price may vary depending on the distributor kindly click this link to buy or visit any spar mega plaza grand square next cash carry alwed roban stores matilda rozi colors or market square supermarket around you to buy your philips appliances thank you,4362351,customer says how much. agent tells the philips steam iron goes for and the no burn iron goes for.
customer asked how can i ordered this. executive replied hello khan thanks for reaching out to us you will be able to order this trimmer from our official philips india website we have attached the link we hope this helps. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. executive replied hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4362718,customer needs help with philips india website. customer wants to order a trimmer and asks to fill out a quick survey. agent replied you will be able to order this trimmer from our official philips india website.
customer asked good but battery doesnt work for enough time. executive replied hello sumit thank you for your comment we are sorry to hear about your experience and we definitely want to assist you further please send us a private message elaborating on your issue and your product details model no serial no this is so that we could take a closer look into this for you many thanks in advance hope to hear from you soon. executive replied hello sumit please feel free to let us know if we can still help you with anything thank you. customer asked philips men thank you it is great working. executive replied thanks for getting back to us sumit thats great to hear feel free to reach out to us if need be we will be happy to help,4363078,customer needs help with philips. customer sends a private message elaborating on the issue and product details model no serial so that they could take a closer look into it. agent replied executive replied.
customer asked i have this respirator but it works for a certain period of time and is disconnected before the session ends. customer asked is there a glitch in the device or is this a normal thing that is programmed for a certain period. executive replied hello yomna thank you for reaching out to us we are sorry to hear about this and can understand how frustrating this can be could you send us your product details model no serial no please with this information we could take a closer look into this for you many thanks in advance. executive replied thanks for sharing that yomna in your case wed recommend reaching out to our specialized team over at hopefully this helps and have a nice weekend,4363110,customer has a respirator but it works for a certain period of time and is disconnected before the session ends. agent recommends to reach out to their specialized team.
customer asked how much. executive replied hi prince thank you for reaching out to us the philips steam iron goes for and the no burn iron goes for please click the link in bio to buy thank you for choosing philips. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4363549,customer says how much. agent asks to fill out the quick survey to buy Philips steam iron and no burn iron.
customer asked good evening. executive replied hi david thank you for reaching out to us how can we help you. executive replied hello david bukar thanks for contacting us kindly note the airfryer price may vary depending on the distributor kindly click this link to buy or visit any spar mega plaza grand square next cash carry alwed roban stores matilda rozi colors or market square supermarket around you to buy your philips appliances thank you,4363712,customer says good evening. agent tells David the airfryer price may vary depending on the distributor.
customer asked thanks for the help. customer asked i got another question for the christmas cash back promo if i buy from amazon au can i redeem at nz philips website. executive replied hi eric thank you for your question which model airfryer do you intend to buy then we can check this out for you looking forward to your reply. executive replied thanks for sharing that with us eric that would unfortunately mean that only devices bought in new zealand would qualify hope this helps. executive replied hello eric can we still assist you with anything please feel free to let us know. customer asked thats all good thanks for that,4364213,customer needs help with airfryer. customer Eric got another question for the christmas cash back promo. agent tells him only devices bought in new zealand qualify.
customer asked hi can you please let me know when in bangalore near to whitefield i get home music system repaired its not switching on now it has been amazing us for the last years and its awesome. executive replied thanks for your message here could you share your area pin code if we have that its easier for us to find the nearest service center. customer asked its. executive replied thank you for your prompt reply weve found the following service center for you namerms technologies pvt ltd address byrawa arcade building floor ramakrishna layout new ring road nagarbhavi phone number hope this helps,4364419,customer needs help with home music system. customer helps find the nearest service center for namerms technologies pvt ltd address byrawa arcade building floor ramakrishna layout new ring road nagarbhavi phone number agent replied thank you for your prompt reply.
customer asked hello how do i get a discount on the blades one philips. executive replied hello thanks for reaching out to us when you sign up to our newsletter you would receive a euro voucher please let us know if you have any further questions kind regards your philips careteam. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete,4365092,customer says how do i get a discount on the blades one philips. agent tells how to get a discount on the blades one philips.
customer asked hello my air fryer needs fixing and im located in lebanon can you please send me your location in lebanon. executive replied hello thank you for contacting us and sorry to know what happened to your product you can go back to the retailer or visit the service center at az electronic in mkalles diab blgd ground floor beirut monday friday am pm saturday am pm. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer asked we actually got the air fryer from dubai thats why i was looking for an agent or a main branch will contact az electronics thank you for replying,4365177,customer is looking for an agent or a main branch to fix the air fryer. agent asks to fill out the quick survey.
customer asked how much is the price of the epilator. executive replied hello thank you for contacting us could you let us know if you have any specific model in mind also wed be very grateful for confirmation of your country of residence hope to hear soon from you. customer asked im sam english how much this item is doing. executive replied hi sam thank you for your reply do we understand correctly that you are currently a resident of united kingdom also do you happen to know the model number if the lumea in question awaiting your reply. executive replied hey again we were wondering if we could be of any further assistance feel free to let us know,4365639,customer asks about the price of the epilator. agent asks for confirmation of country of residence and the model number.
customer asked i hate brand androidtvs have such an issue being detected as a media playback server to play media from my pc legit no issues with my samsung tv being detected correctly didnt even have to try it just worked many people seem to have this issue get it fixed. customer asked may i get some assistance please to speed this though yes the tv is on the same network as my pc. customer asked its not the fact that its android its the fact that its philips not doing shit right personally i dont like roku the android system is fantastic but thanks to android having party apps i have a work around for this problem that philips failed to fix. customer asked also yes samsung sucks as well its why i bought a new tv in the first place,4365824,customer complains that samsung tv is detected as a media playback server to play media from pc but cannot fix it. customer is still waiting for help.
executive replied hello dominique thank you for reaching out were sorry that you are disappointed in your lights please share your country of residence so we could assist you further hope to hear soon from you. customer asked usa. executive replied thanks for letting us know dominique we would recommend getting in touch with our lighting team directly trough the contact information on this page this would be the fastest way to get the problem resolved we hope this helps. customer asked you all are trash with your resolution tactics the constant phone calls and emails with zero resolution for a simple warranty you hope the customer just gives up instead of you doing what you should do as a brand trash,4365958,customer needs help with lights. customer says usa. agent tells to get in touch with the lighting team to solve the problem.
customer asked i have one through medicarehave had nothing but trouble with it i need it to be able to take o vacation but since i cant make it around the supermarket without it stopping for no reason i would die in an airplane my old inogene was so much better this is not not the first time ive had trouble with the simply go mini. executive replied hello sandy thank you for sharing your experience were sorry that it is a rather disappointing one though could you kindly share product details of your simplygo mini with us it will allow us to investigate the matter further hope to hear soon from you,4366143,customer has had trouble with the simply go mini. agent will investigate the matter.
customer asked hi philips will it straighten my natural hair the way a blow dry does i am really interested in buying it. executive replied hello carol definately yes and its painfree straightening order your here and we will deliver to you. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. customer asked philips ok i will order tomorrow thank you for your prompt reply,4366361,customer says philips will it straighten my natural hair. agent asks to fill out a quick survey so that they can deliver the straightened hair tomorrow.
customer asked how much price. executive replied hi thanks for reaching out and your interest in our product kindly refer to the following link for further information if you still have questions feel free to each out. executive replied thanks for our conversation we hope weve been able to help you here on social media and would really appreciate it if you could fill out this quick survey it will only take a minute to complete. executive replied hi again thanks for being in touch with us we highly value feedback and would like to find out more about your experience with our service if you have minute to spare wed love to find out how we did,4366443,customer says how much price. agent asks to fill out a quick survey so that they can find out more about experience with their service.
