Message,CaseNumber,Summary
customer said i am pretending i have a mobile phone service concern testing please assign to ruth fontana thanks. agent said by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here,3404988,customer is pretending to have a mobile phone service concern testing and asks for permission to review services. agent replied refusing to authenticate will not impact your current services.
customer asked hey is there any updates on my tickets. agent said hello thank you for reaching out to us today i would be more than happy to help lets get into a secure chat and we can go from there by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here serene,3405633,customer says is there any updates on my tickets. agent asks to grant permission to review services so they can offer the best value refusing to authenticate.
customer said i need a customer service contact phone number i cancelled my service in december and i am owed money and have not gotten it every month i get a bill showing my credit i have been told before a check will come i am done waiting i need to speak on the phone with someone who can help me figure this out plz send me a phone number l. agent said hello there were terribly sorry about the trouble wed love to review the account and find out whats happening please follow this link to move to a secure chat aaron,3406405,customer needs help with credit. customer wants to review the account and find out what's happening. agent replied agent said hello there were terribly sorry about the trouble.
customer said hey fios these wires have been on the ground on pomeroy road in madison nj for two months who forgot to do their job. agent said thank you so much for bringing this to our attention it is paramount that these wires are repaired and out of the way and we would be glad to send someone over there for repairs so that we may do so please meet me in a secure channel here omar. agent said good afternoon tricia we are following up to see if you still need assistance with your concerns that you have brought to our attention regarding your services we would be happy to help you here we are open via social media have a wonderful day jwe,3407109,customer says these wires have been on the ground on pomeroy road in madison nj for two months. agent tells the wires have been on the ground on pomeroy road in madison nj for two months who forgot to do their job.
customer said used both links both say the sessions expires. agent said no worries i have new ones here was the first one and the second one elizabeth. agent said thank you for reaching out to the verizon social media team we appreciate your patience while we connect you with your representative who will reply in this window please confirm your full name and the phone number associated with your account below. customer said brandon traub. customer said if it makes things quicker and easier i just checked my account and it does reflect the credit. agent said i was able to pull that up here and i do see it was applied as well i am glad that went through i appreciate your time and patience with us while this was resolved lisa,3407603,customer says brandon traub. agent asks to confirm the full name and the phone number associated with the below account.
customer asked how do i use wifi on the road overall wireless service should be better. agent said thank you for contacting verizon via social media today i can assist with the use of wifi and i am ready to review your account please follow the secure channel link for further assistance by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here sharde,3407641,customer needs help with verizon. customer can assist with the use of wifi and will offer the best value refusing to authenticate will not impact current services. agent replied i am ready to review your account.
customer said the session timed out. customer asked please help. agent said hi thank you for reaching back out to us here on twitter i can definitely resend you that link to the secure channel please let me know if you have any problems with the link by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here alexandria,3409175,customer needs help with please help. customer helps to resend the link to the secure channel. agent replied agent said hi thank you for reaching back out to us here on twitter.
customer said yes sure. customer said i will click on the link to login now. agent said wonderful we are standing by to assist you once you authenticate the account we will be able to help you by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here jacob,3411669,customer needs help with jacob. customer helps to authenticate the account and asks for permission to review services. agent replied refusing to authenticate.
customer asked dc is down how are you not aware. agent said the social media team is to assist you with all of your account related questions and concerns please follow and dm for further assistance lavisha. customer said my verizon fios is out whats going on my zip code is. agent asked wed have to pull up the account but you can also check does the my fios app show any outages vct. customer said worthless. agent said ill be happy to help you check for any reported service matters for you comis please use the following link to join me in a secure chat deanna. agent said im looking forward to assisting you with your service i can certainly help you once youve entered the secure chat through the link i provided deanna,3413034,customer needs help with verizon fios. customer is down and asks to pull up the account and check the my fios app. agent will help once has entered the secure chat.
customer said i am pretending i have a mobile phone service concern testing please assign to karoline dangel thanks. agent said hello i am testing exec flag removal please dm me in slack when you get this message karoline. customer said im testing the exec flag please dm me in slack when you get this but keep it in your stack thanks. agent said got this case thank you colin. customer asked further testing please assign to karoline dangel thanks. agent said more testing karen. customer asked further testing please assign to karoline dangel thanks,3417749,customer is testing the exec flag. agent asks to keep it in the stack.
customer said i need a new secure chat line for verizon global support as i am from the us but am traveling in spain. agent said hello dean thank you for reaching out i hope you are enjoying your trip we will be happy to help by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here colin,3422627,customer wants a new secure chat line for verizon global support. agent asks for permission to review services.
customer said im gonna knock down my house and build a new one i have an ont box can i just put it in storageuse it when the new one is built do i need to return it please advise. agent said thank you for taking the time to reach out to us here jonathan we appreciate it ill be happy to help you get your ont taken care of please use the following link to join me in a secure chat deanna. agent said good morning we are following up to see if you still need assistance with your concerns that you have brought to our attention regarding your services we would be happy to help you here we are open via social media have a wonderful day kxs,3423194,customer needs help with an ont box. customer is going to knock down house and build a new one. agent asks for help.
customer said the issue is still not resolved. agent said hello stacey thanks for reaching back out at this time theres currently a known wireless network issue in your area our technicians are aware and actively working to resolve this this would be the reason for the service issues such as dropped called no service etc as for the device itself freezing however we can definitely dive further into whats occurring first please meet me in a secure window by selecting the following link sarah,3423341,customer sarah tells there's a known wireless network issue in her area and technicians are working to resolve it. agent replied actively working to resolve this.
customer said i am a current employee and its very urgent that somebody reaches out to me asap i filed a short term disability claim for postpartum depression and a sedgwick employee gave me wrong information and now my job is on the line this is very time sensitive and i cant stress the importance enough that i need to speak with somebody high up enough to help me i have contacted hr sedgwick and nobody will get back to me this has completely ruined my life and affected my ability to parent my kids please reach out to me this is very urgent thank you. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said i am a verizon employee for telesales,3423468,customer has filed a disability claim for postpartum depression and a sedgwick employee gave wrong information. agent asks to get to the right agent as quickly as possible.
customer said yes i need help. agent said help is here thank you for reaching back out to us here on twitter were you able to locate the details tied to your account with us eli. customer asked please. customer said ok. agent said gotcha allow me to look into the account with you by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here eli,3426042,customer needs help with please. customer helps look into the account by granting permission to review services. agent replied allow me to look into the account with you by connecting with us.
customer said of course not it was am and people have lives and jobs and need sleep. customer said fuck you verizon. customer said the end. agent said i apologize for the late replies we are always here around the clock to help you so you can always reach out to us when it is most convenient for you i want to ensure that we get to the bottom of what is going on with your service and why your phones are no longer working to do so please meet me in our secure chat crystal. customer said please stop dming me,3430859,customer needs help with verizon. customer phones are no longer working. agent apologizes and asks to meet in their secure chat.
customer asked hi i have still not heard from anyone. agent said we are sorry to read that youve still havent been contacted as we want to make sure this is resolved as soon as possible we have escalated your details over to our team and they will be contacting you as soon as possible we appreciate your patience freddy. agent asked how are we doing please answer the following question so we can serve you better,3431376,customer needs help with still not heard from anyone. customer has not been contacted. agent asks how are they doing.
customer said we want to cancel our subscription to youtube tv. agent said hello satwant thank you for reaching out to us today happy to help you get started with this you can cancel your youtube tv subscription online here are more instructions hope this helps httpswwwverizoncomsupportyoutubetvfaqs aj. customer said can i make a purchase. customer asked how much do your products or services cost. agent said thank you for taking the time to reach out to us today we appreciate it we will be happy to help how can we assist you ruben,3431806,customer needs help with how much. customer helps to cancel the subscription to youtube tv. agent replied you can cancel your youtube tv subscription online.
customer said big congratulations to our bluejeans pitch perfect winner bluejeansokane for this awesome video verizon videoconferencing virtualevents bluejeans. customer said cant make it to the drivers meeting in person this year verizon and indianapolismotorspeedway are once again streaming the fan event powered by bluejeansnet join us at am et to watch live on twitter bluejeansnet virtualevents,3432127,customer congratulates on the win of the bluejeans pitch perfect winner. customer is still waiting for help.
customer said hello i am bilal esmail from iraq i im working on an iphone mobile phone business i looking for iphone used wholsale because i am buseness man in iraq how do you help me i need iphone used iphone pro maxs iphone pro maxs pc iphone gb pc pro max gb pc iphone xmax gb iphone gb pc iphone i need phone befor pay i mast be hold to see phone gred a all original nothing changed water proof clean all green in tools batrry the phone should not be in the air,3432177,customer working on an iphone mobile phone business and looking for iphone used wholsale. customer is still waiting for help.
customer said why is my home internet and phone not working its been out for hours. customer said i dont login and i cant even contact anyone. customer said i thought verizon was known for their good service especially in certain areas for example the mountains but its honestly the worst service ive ever had im super disappointed switching to verizon. agent said thank you so much for reaching out to us jenifer first is this regarding a residential or wireless service thomas. customer said both. agent said hey jennifer thanks for reaching out today sorry you are having trouble with your services rest assured we will do everything we can to get this resolved just to confirm do you have verizon wireless home lte internet or verizon fios services jmw,3432434,customer jennifer tells that her home internet and phone have been out for hours. agent will do everything to get it resolved.
customer said i have authenticated. agent said hello and welcome back the links are time sensitive and did not appear on our side please use this link to verify again and i do apologize for any confusion by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here elizabeth,3432460,customer needs help with i have authenticated. customer has authenticated and asks to use the link to verify again. agent replied said hello and welcome back.
customer said remembering teaming up with verizon watchintheknow for a tale of a black boy from the south side trying to change the one bag at a time thanks for showing another side of chicago blackboyjoy mystory blessingbags projectiam jahkiljackson giving media genz nextgeneration chicagokid haveaheart verizon intheknow endhomelessness news philanthropy dontwaittobegreat. customer said remembering teaming up with verizon watchintheknow for a tale of a black boy from the south side trying to change the one bag at a time thanks for showing another side of chicago blackboyjoy mystory blessingbags projectiam jahkiljackson giving media genz nextgeneration chicagokid haveaheart verizon intheknow endhomelessness news philanthropy dontwaittobegreat,3432606,customer needs help with blessingbags. customer remembers teaming up with verizon watchintheknow for a tale of a black boy from the south side trying to change the one bag at a time thanks for showing another side of chicago blackboyjoy. customer is still waiting for help.
customer said i am trying to get logged in to review my bill. agent said thank you for contacting verizon via social media today i am ready to assist with your concern please follow the secure channel link for further assistance by connecting with us you grant us permission to review your services so we can offer you the best value refusing to authenticate will not impact your current services it is your right and our duty to protect your account information for quality we may monitor and review this conversation visit our information collection and privacy policy to learn more at verizoncomprivacy please note the link we provide has a timed expiration so we encourage you to continue as soon as possible authenticate and continue here sharde,3432855,customer is trying to get logged in to review bill. agent asks to follow the secure channel for further assistance.
customer said hi warm greetings aastha here from mirror now english news channel working as news coordinator can i have the contact number of mr anshuman sharma please want to speak to you regarding some shows or you can share me your email id i can contact over there from my official email id thanks regards aastha tiwari news coordinator. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said regarding the broadcast show,3433190,customer needs help with broadcast show. customer wants to speak to about some shows. agent asks to get to the right agent as quickly as possible.
customer said this startupwednesday were focusing on a major update from greeces booming startup ecosystem greek database startup tiledb founded by stavros papadopoulos has been backed by verizon ventures a corporate investment fund of the american telecommunications giant and lockheedmartin ventures these two companies first stumbled upon tiledb as customers later deciding to invest in tiledbs future thanks to this capital the company will have access to generation network technologies and the internet of things as network speeds will create better data flows greece greeceinvestorguide,3433282,customer needs help with greek database. customer tells that the company will have access to generation network technologies and the internet of things as network speeds will create better data flows. customer is still waiting for help.
customer said hello i am a verizon fios customer i would like to add a member of my household to the account so that they may view or manage the account online using their own profile is this possible thank you. agent said hello thank you for contacting us over this platform adding account managers to your account is always important im happy to educate you on the process yes this can be done to a verizon fios account you will need to call our customer service team at we also recommend that the new account manager be present as well djh,3433445,customer needs help with verizon fios. customer wants to add a member of household to the account so that they may view or manage the account online. agent replied adding account managers to your account is always important im happy to educate you on the process.
customer said for over a week i have been trying to see what kind of deal i can get on a new phone but your app keeps kicking me out to use a browser to sign in i sign in click on shop for a new phone and guess what im not signed in and the process starts all over again i guess i will wait for a deal at a physical store because i dont have the time to wait to chat with an agent thats way too slow get it together verizon by the way tmobile is offering off for veterans,3433475,customer needs help with phone. customer will wait for a deal at a physical store because it's too slow. agent replied the process starts all over again.
customer said i dont see how thatll help as ive talked to your customer support and they even sent a tech out yesterday because it drizzled and my telephone line became staticy and my internet slowed after he fixed it i now have absolutely no internet and no dial tone. agent said making sure that you have a reliable internet and telephone connection is our top priority please follow and dm for further assistance we are here to help stephanie. customer said seriously since about aug ive been having this problem internet outages and have literally done everything the told me to which includes buying a new modem having some cardtechnical device replaced at the headquarters location new cables etc and nothing has worked. customer said they told me,3433570,customer needs help with modem. customer has no internet and no dial tone. agent asks for further assistance.
customer said our annual juneteenth parade presented by verizon returns kicking off our weekend festivities the parade featuring denvers own father of black radio dr daddio as the grand marshall takes place down e avenue starting saturday june at am then rolls into two full days of live entertainment food retail and community vendors interactive and educational activities for all ages block parties and vip areas httpswwwjuneteenthmusicfestivalcomparaderegistrationjuneteenthparaderegistration dreambig juneteenth iamjuneteenth juneteenthmusicfestival,3433619,customer needs help with verizon. customer introduces the annual juneteenth parade and music festival. customer is still waiting for help.
customer said hi im a verizon customer living in boxboro of ma im going to move to la region just wondering if we can move our service over there. customer said i mean we are using your internet service. agent said good morning paul we hope your upcoming move is a smooth one we would love to see if we provide service within your new area that you will be moving to to check and see use this link to enter your address and it will let us know if your services can be moved to the new location that link is cs. customer said thanks. agent asked youre welcome were on standby if you have any other questions or need any help were here as well cs,3433641,customer needs help with internet service. customer Paul wants to move his internet service to the new location. agent asks him to use the link to enter address and it will let them know if services can be moved to the new location.
customer asked is the fios forward program available to existing fios customers already approved for acp. agent asked good morning great question and thank you for reaching out to us existing customers are eligible all verizon customers with a fios home internet plan who have qualified for acp can call us at to have both discounts added to their account here are some additional information as well cs. customer said i did speak to an agent but he said even though i already have acp on the account but the mbps mix and match plan is not available in my area. agent said our mix and match plans are only available in certain areas unfortunately aft. customer said ok. agent said were we able to assist you with all of your concerns today aft,3433706,agent tells the fios forward program is available to all verizon customers with a fios home internet plan who have qualified for acp but the mbps mix and match plan is not available in area.
customer said hello. agent said hi shelby thank you for reaching out to us today how can we assist you cmm. customer said hi i am moving to utah on june and want to make sure my contract with you all ends then. agent said i completely understand shelby you can contact our cancelation team at to schedule your service end date cmm. customer said thank you for letting me know what number to call,3433743,customer says i am moving to utah on june and want to make sure my contract with you all ends then. agent asks to contact the cancelation team to schedule the service end date.
customer said peg meerkatz local photos a minute agonew dental emergency new patient given appointment immediately i am severely dental phobic i have aspergers syndrome dr renoylds di everything he could to calm my fears he was so compassionate took the time to work with me hours though other patients waiting he did not rush dr renoylds worked tirelessly to complete the job will return on june for more extractions then looking forward to my new smile thank you dr renoylds staff,3433767,customer needs help with peg meerkatz. customer has aspergers syndrome. Dr. renoylds worked tirelessly to complete the job. customer is still waiting for help.
customer said need to upgrade my hulu to live tv. agent asked hello and good afternoon thanks so much for reaching out to us today are you trying to change your hulu plan or are you trying to add a service to your account kxs. customer said yes i want live tv added to it. agent said apologies for the delay rhonda unfortunately we do not offer live tv via hulu you would have to upgrade live tv from hulu website we do however offer youtube tv as a billing option of live tv services is that something you may be interested in dbu. customer asked how much. agent asked we send our apologies for the delay youtube tv is per month you can check out more details here gt jwe,3433784,customer wants to upgrade hulu to live tv. agent says they don't offer live tv via hulu but offers youtube tv as a billing option.
customer asked how much do i owe. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said internet. customer said tv. agent said thank you leonard have you tried logging in online or in your app to check your balance owed aj. customer said yes i know it now thk u. agent said to easily pay your bill online dont forget that we do offer an express pay feature httpswwwverizoncomexpresspay aj. customer said thk u. agent said youre very welcome leonard thank you aj,3433859,customer needs help with tv. customer says how much do i owe. agent tells how to check the balance online and how to pay bill online.
customer said http header value exceeds the configured limit of characters. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said bot alert argh verizon you suck. customer said home phone internet. customer said call me back after pm i have already wasted hours on hold today and have a conference call to do. customer said and make it a supervisor. agent said we are here to help and we always strive to provide exceptional customer service we will be happy to help via this platform how can we assist you ruben,3433906,customer needs help with home phone internet. customer has wasted hours on hold and has a conference call to do. agent will be happy to help via this platform.
customer said great view at my verizon job today well except for the rain and clouds i keep saying love my job everyday something different any ideas what city this is or even bonus points what building im on the floor of i believe this is the tallest building in this town and im on the highest floor without going outside michigan michigancities michigancity verizon vteam verizonwireless job work gitrdone celltech srcelltech lovemyjob,3433963,customer needs help with celltech. customer and talk about their jobs. customer is still waiting for help.
customer said do you have an eta on the fios turn up in line tech said he suspects julyish takemymoney. agent said thank you for reaching out as we do not have an exact estimation the best place to stay updated regarding availability will be at the following link thank you so much for showing your interest in verizon services omar. customer said thanks. agent asked absolutely please reach out if you have any additional questions have a great rest of your day sandy,3434065,customer needs help with verizon services omar. customer thanks for showing interest in verizon services. agent replied thank you for reaching out as we do not have an exact estimation.
customer said hello i made a payment arrangement to prevent my service being suspended arrangement was made for but my service was disconnected today. customer said can someone assist me. agent asked hello thanks for the message we want to make sure youre in the right place did you set up a payment arrangement through verizon fios or verizon wireless don. customer said verizon fios app. agent said thank you for clarifying for this specific inquiry you will need to speak to our ficial services team at don,3434081,customer needs help with verizon fios. customer made a payment arrangement to prevent service being suspended but service was disconnected today. agent replied we want to make sure youre in the right place.
customer asked you have disconnected our fire alarm never providing a bill this is unacceptable. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said business fire alarm disconnected. agent said thank you happy to help you with this concern today i see recently that you were advised to reach out to our business support were you able to do so ajw,3434102,customer needs help with business fire alarm. customer has disconnected the fire alarm but hasn't provided a bill. agent replied to get you to the right agent as quickly as possible.
customer said hello. customer asked i need help. customer said verizon box in the garage fell i need someone to come and install it back. agent said providing excellent customer service is my highest priority mohammed thank you for reaching out to our social media team for assistance today making sure your equipment is installed properly is important to us were your fios services affected by this incident with the equipment fall cory. customer said somebody from verizon is coming today to fix the broken box thank you,3434119,customer phones for help because verizon box in the garage fell. agent replied providing excellent customer service is my highest priority.
customer said got all excited when it said services were available at my house but it wasnt what a double letdown please bring fios to the lehigh valley try focus testing center valley and bethlehem instead of downtown allentown everyone who moved from nj. agent said were sorry to hear that youre having this experience but well be happy to welcome you to the verizon family you can check our availability and sign up for alerts of our expansion into your area using this link chris. customer said is waiting to get fios again,3434151,customer says is waiting to get fios again. agent asks to bring fios to the lehigh valley and bethlehem instead of downtown allentown.
customer said hello i stopped my service and need to return my router my service was for harrisburg pa zip but i am located now in west roxbury ma zip code ill go to a ups score close to me here in ma does verizon cover cost of shipping to send my router back. agent said hey there brian and thank you for taking the time to message me and for asking im happy to help as much as i can from this platform ups store is the best option to mail equipment back to us all you need is your cancelation order number beginning with pa and they can mail it to us there is no charge or fee for doing this matthew. customer said awesome thank you. agent said thank you brian i hope you have a good one matthew,3434224,customer wants to return the router. agent recommends the platform ups store to mail the equipment back to
customer said hello checking to see if there is an outage at my address in. agent asked well be happy to assist you any way we can is this for a landlinefios service or is this about a cellular service chris. customer said fios. customer said my network is working but theres no internet. agent said well be happy to help you the first step is to check for an outage you can easily do that by logging into your my fios app or online portal then check the top of the screen for a banner you can also use this link httpschris,3434253,customer needs help with fios. customer phones to check if there is an outage. agent answers the phone and tells how to check for an outage.
customer said good afternoon i would like to cancel my service. agent said thank you for taking the time to send us a message aneta were saddened to hear that youre looking to do so and our goal is to offer efficient effective support to cancel your fios account youll need to speak with our retention team directly they can be reached by dialing and theyre available monfri to est once connected they can provide the requested assistance how else might we be of assistance matt. customer said thank you. agent said youre welcome aneta thank you for reaching out today and have a great rest of your day albie,3434319,customer needs help with fios. customer helps aneta to cancel her service. agent replied our goal is to offer efficient effective support.
customer said i would like to cancel my wifi. agent said hi kayla thank you for reaching out to us today i am sorry to hear you are looking to leave us you can contact our cancelation team at to cancel your service cmm. customer asked i have called and i am unable to get in contact with anyone. agent said we hate to hear that but we are not able to cancel service via this platform aft,3434335,customer needs help with wifi. customer can't cancel service via this platform. agent replied we are not able to cancel service via this platform.
customer said hi. customer said i just got internet service installed today. customer said when i called optimum to cancel they offered me an even better deal. customer said they said i can use the day moneyback guarantee from verizon and disconnect. agent said hey there boril thank you for reaching out i am sorry to hear that you are wanting to cancel with us so soon in order to cancel services you would give us a call at bmd. customer said cool. customer said thanks. agent said you are welcome bmd,3434421,customer needs help with internet service. customer calls to cancel the service. agent tells to call at bmd.
customer asked what suport to call tal some one. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said home phone internet. agent said providing excellent customer service is my highest priority stephan thank you for reaching out to our social media team for assistance today how may i help you cory. customer said phone yo call about service. agent said thank you for this response stephan i am a verizon fios agent here to assist you with your fios service needs what is happening with your services cory,3434426,customer needs help with home phone internet. customer is a verizon fios agent to assist with the fios service needs.
customer asked how much do your products or services cost. agent said providing excellent customer service is my highest priority deb thank you for reaching out to our social media team for assistance today i see you are following up on our conversation days ago our verizon fios team provides support with traditional landline services are you still needing help restoring a dial tone to your landline phone cory. customer asked how much do your products or services cost. customer said no problem fixed. customer said thank you. agent said you are very welcome deb i am happy to hear that your problem was fixed we are here to assist you with your questions thank you for being the best part of verizon fios and have a great day cory,3434516,customer helps restore a dial tone to landline phone. agent replied providing excellent customer service is my highest priority.
customer said spoke with a verizon rep this morning regarding an incorrect billing and have once again received a late notice verizon auto withdrew my regular monthly payment from my credit union checking account and the rep assured me it will be corrected if so why do i receive yet another late payment notice. agent said hello bill i want to thank you for taking the time to contact us about your billing it is appreciated we are happy to assist you with this please tell me if this is regarding your residential account or mobilecellular sandy,3434580,customer needs help with mobilecellular. customer calls verizon to correct an incorrect billing. agent replied verizon auto withdrew my regular monthly payment from my credit union checking account.
customer said of course there is a point not being hospitalized i was when i didnt get it and after i got my vaccine and got covid again it was way less. customer said very true but when were born we take some many shots and no one asked the parents there just put on them for they life to health and safe same when i went to the army we get half a dozen shots and its for the best of us trust the medicine if not then whats the point of trusting people that my cents. customer said and to your main point they do get paid just an fyi. customer said yes they do get paid every one has hella pto and personal time nobody ever uses the personal time and get paid on it so technically they do get paid in one form or another if were complaining about that then its hopeless,3434701,customer needs help with medicine. customer thinks people get paid just an fyi while thinks they get paid every one has hella pto and personal time. customer is still waiting for help.
customer said news tmobile vs verizon vs att same old winner further extends lead in new tests for full article click the link in our bio tmobile verizon att cellphonestore repairshop repairphone wirelessshop cellphoneshop repairs cellphonedealer wholesaleaccessories cellphonerepair wholesale makemoney franchise wholesalephones wholesaledirectory mvno prepaidstore prepaiddealer prepaidphones masteragents wirelessdealergroup wdg,3434737,customer tmobile vs verizon further extends lead in new tests for full article agent replied masteragents.
customer said i have an appt tomorrow in the morning and need to change it. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. customer said home internet. agent said thank you for providing these details i do want to clarify are you having internet or fios installed i just want to ensure i quote you accordingly jed,3434751,customer needs help with home internet. customer has an appt tomorrow and needs to change it. agent asks for the details.
customer said hello i would like cancel my service. agent said hello thank you for reaching out to us today happy to help you get started with cancelling your services you will need to call in to us to complete this transaction and we will be able to discuss what needs to be done over the phone you can find more information including our cancellation teams number here httpswwwverizoncomhomecancelfios aj,3434832,customer needs help with httpswwwverizoncomhomecancelfios. customer helps cancel service. agent replied agent said hello thank you for reaching out to us today happy to help you get started with cancelling your services.
customer said hey verizon just wanted to give a heads up that whatever was changed is now working and i was able to activate my disney bundle. agent said hey there cory thank you for reaching out to us here in social media this is great news and we appreciate the update if you have any further questions or concerns im here and happy to help until then have a wonderful rest of your week celeste. agent said good afternoon cory i am happy to hear that it is now working i greatly appreciate your patience while we got this resolved enjoy the bundle and have a great weekend marshall,3434834,customer helps activate the disney bundle. agent replied agent said hey there cory thank you for reaching out to us here in social media.
customer said can you cancel my account. customer asked how much do your products or services cost. agent said is this in regard to a verizon wireless mobile phone or a fiosdsl internettvlandline service vct. customer said fios. customer said im moving i need to cancel my account. agent asked you will need to speak with our retention team regarding that request you may reach them monday friday est at vct,3434893,customer needs help with fios. customer wants to cancel account. agent asks to speak with the retention team.
customer said hello my fios app is not working. customer said i need to redeem the gift card on my account but i am unable to due to the app not working. agent said hello shawny thank you for contacting us on facebook messenger for support were happy to help in any way that we can i personally recommend trying out the desktop browser version on our website let me know if this is an option for you nick. customer said hello. customer said im on the desktop browser i dont see where to go. customer said can someone please call me. agent said we are not able to call you via this platform but we can continue assisting you via this private message aft,3434990,customer needs help with fios. customer can't redeem the gift card because the app isn't working. agent suggests trying out the desktop browser version.
customer asked can you please resend the link. agent said in order to get you to the right agent as quickly as possible which type of service are you reaching out about. agent asked hey there brittany thank you for reaching out what can we help you with tonight bmd. customer asked please see the above conversation. agent asked thank you were happy to help but we like to make sure were getting you the right support how can we help you tonight ajw,3435050,customer needs help with tonight. customer wants to get to the right agent as quickly as possible.
customer said well its still pixelated on all tvs at random times of the day so no its not fixed and im unavailable to spend all night on a live chat thanks for checking though. agent said no problem at all were here you dont have to keep living with constant off and on pixelationg swm. customer said well verizon doesnt seem to be giving us much choice two weeks today of pixelated tv playoffs are on again and we cant watch it in our own home. agent said we understand we are definitely here to assist whenever you are ready bmd,3435144,customer needs help with verizon. customer phones to complain about pixelated tv. agent answers the phone and promises to fix it soon.
customer said hello i would like to cancel my fios technician appointment and order. agent said hello josue thank you for your message today ill be happy to help is this an order for new installation of service or a repair for existing service albie. customer said new installation. agent said thank you josue if you want to change the date of your install that can be done here if you want to cancel the entire installation for service you would have to call our cancellations team at mondayfriday between est albie. customer said okay thank you,3435171,customer needs help with fios. customer helps to cancel the appointment and order. agent replied cancel the entire installation for service.
